Xloc,Yloc
0.19660000000000055,0.10340000000000016
0.24660000000000054,0.10340000000000016
0.29660000000000053,0.10340000000000016
0.3466000000000005,0.10340000000000016
0.3966000000000005,0.10340000000000016
0.4466000000000005,0.10340000000000016
0.4966000000000005,0.10340000000000016
0.5466000000000004,0.10340000000000016
0.5966000000000005,0.10340000000000016
0.6466000000000005,0.10340000000000016
0.6966000000000004,0.10340000000000016
0.7466000000000004,0.10340000000000016
0.7966000000000004,0.10340000000000016
0.8466000000000005,0.10340000000000016
0.8966000000000004,0.10340000000000016
0.9466000000000003,0.10340000000000016
0.9966000000000004,0.10340000000000016
1.0466000000000004,0.10340000000000016
1.0966000000000005,0.10340000000000016
1.1466000000000003,0.10340000000000016
1.1966000000000003,0.10340000000000016
1.2466000000000004,0.10340000000000016
1.2966000000000002,0.10340000000000016
1.3466000000000002,0.10340000000000016
1.3966000000000003,0.10340000000000016
1.4466000000000003,0.10340000000000016
1.4966000000000004,0.10340000000000016
1.5466000000000002,0.10340000000000016
1.5966000000000002,0.10340000000000016
1.6466000000000003,0.10340000000000016
1.6966,0.10340000000000016
1.7466000000000002,0.10340000000000016
1.7966000000000002,0.10340000000000016
1.8466000000000002,0.10340000000000016
1.8966000000000003,0.10340000000000016
1.9466,0.10340000000000016
1.9966000000000002,0.10340000000000016
2.0466,0.10340000000000016
2.0966,0.10340000000000016
2.1466000000000003,0.10340000000000016
2.1966,0.10340000000000016
2.2466,0.10340000000000016
2.2966,0.10340000000000016
2.3466,0.10340000000000016
2.3966,0.10340000000000016
2.4466,0.10340000000000016
2.4966,0.10340000000000016
2.5466,0.10340000000000016
2.5966,0.10340000000000016
2.6466,0.10340000000000016
2.6966,0.10340000000000016
2.7466,0.10340000000000016
2.7966,0.10340000000000016
2.8466,0.10340000000000016
2.8966,0.10340000000000016
2.9466,0.10340000000000016
2.9966,0.10340000000000016
3.0465999999999998,0.10340000000000016
3.0966,0.10340000000000016
3.1466,0.10340000000000016
3.1965999999999997,0.10340000000000016
3.2466,0.10340000000000016
3.2965999999999998,0.10340000000000016
3.3466,0.10340000000000016
3.3966,0.10340000000000016
3.4465999999999997,0.10340000000000016
3.4966,0.10340000000000016
3.5465999999999998,0.10340000000000016
3.5966,0.10340000000000016
3.6466,0.10340000000000016
3.6965999999999997,0.10340000000000016
3.7466,0.10340000000000016
3.7965999999999998,0.10340000000000016
3.8465999999999996,0.10340000000000016
3.8966,0.10340000000000016
3.9465999999999997,0.10340000000000016
3.9965999999999995,0.10340000000000016
4.0466,0.10340000000000016
4.0966,0.10340000000000016
4.146599999999999,0.10340000000000016
4.1966,0.10340000000000016
4.246599999999999,0.10340000000000016
4.2966,0.10340000000000016
4.3466000000000005,0.10340000000000016
4.396599999999999,0.10340000000000016
4.4466,0.10340000000000016
4.496599999999999,0.10340000000000016
4.5466,0.10340000000000016
4.596599999999999,0.10340000000000016
4.646599999999999,0.10340000000000016
4.6966,0.10340000000000016
4.746599999999999,0.10340000000000016
4.7966,0.10340000000000016
4.846599999999999,0.10340000000000016
4.896599999999999,0.10340000000000016
4.9466,0.10340000000000016
4.996599999999999,0.10340000000000016
5.0466,0.10340000000000016
5.096599999999999,0.10340000000000016
5.146599999999999,0.10340000000000016
5.1966,0.10340000000000016
5.246599999999999,0.10340000000000016
5.2966,0.10340000000000016
5.346599999999999,0.10340000000000016
0.19660000000000055,0.15340000000000015
0.24660000000000054,0.15340000000000015
0.29660000000000053,0.15340000000000015
0.3466000000000005,0.15340000000000015
0.3966000000000005,0.15340000000000015
0.4466000000000005,0.15340000000000015
0.4966000000000005,0.15340000000000015
0.5466000000000004,0.15340000000000015
0.5966000000000005,0.15340000000000015
0.6466000000000005,0.15340000000000015
0.6966000000000004,0.15340000000000015
0.7466000000000004,0.15340000000000015
0.7966000000000004,0.15340000000000015
0.8466000000000005,0.15340000000000015
0.8966000000000004,0.15340000000000015
0.9466000000000003,0.15340000000000015
0.9966000000000004,0.15340000000000015
1.0466000000000004,0.15340000000000015
1.0966000000000005,0.15340000000000015
1.1466000000000003,0.15340000000000015
1.1966000000000003,0.15340000000000015
1.2466000000000004,0.15340000000000015
1.2966000000000002,0.15340000000000015
1.3466000000000002,0.15340000000000015
1.3966000000000003,0.15340000000000015
1.4466000000000003,0.15340000000000015
1.4966000000000004,0.15340000000000015
1.5466000000000002,0.15340000000000015
1.5966000000000002,0.15340000000000015
1.6466000000000003,0.15340000000000015
1.6966,0.15340000000000015
1.7466000000000002,0.15340000000000015
1.7966000000000002,0.15340000000000015
1.8466000000000002,0.15340000000000015
1.8966000000000003,0.15340000000000015
1.9466,0.15340000000000015
1.9966000000000002,0.15340000000000015
2.0466,0.15340000000000015
2.0966,0.15340000000000015
2.1466000000000003,0.15340000000000015
2.1966,0.15340000000000015
2.2466,0.15340000000000015
2.2966,0.15340000000000015
2.3466,0.15340000000000015
2.3966,0.15340000000000015
2.4466,0.15340000000000015
2.4966,0.15340000000000015
2.5466,0.15340000000000015
2.5966,0.15340000000000015
2.6466,0.15340000000000015
2.6966,0.15340000000000015
2.7466,0.15340000000000015
2.7966,0.15340000000000015
2.8466,0.15340000000000015
2.8966,0.15340000000000015
2.9466,0.15340000000000015
2.9966,0.15340000000000015
3.0465999999999998,0.15340000000000015
3.0966,0.15340000000000015
3.1466,0.15340000000000015
3.1965999999999997,0.15340000000000015
3.2466,0.15340000000000015
3.2965999999999998,0.15340000000000015
3.3466,0.15340000000000015
3.3966,0.15340000000000015
3.4465999999999997,0.15340000000000015
3.4966,0.15340000000000015
3.5465999999999998,0.15340000000000015
3.5966,0.15340000000000015
3.6466,0.15340000000000015
3.6965999999999997,0.15340000000000015
3.7466,0.15340000000000015
3.7965999999999998,0.15340000000000015
3.8465999999999996,0.15340000000000015
3.8966,0.15340000000000015
3.9465999999999997,0.15340000000000015
3.9965999999999995,0.15340000000000015
4.0466,0.15340000000000015
4.0966,0.15340000000000015
